2024-Operating Expense,2024-Net Interest Income,2024-Diluted EPS,2023-Tax Rate For Calcs,2022-Tax Rate For Calcs,2021-Operating Expense,2024-Net Income From Continuing Operation Net Minority Interest_pct,2024-Operating Expense_pct,2024-Net Interest Income_pct,cluster
-0.07955404927922785,-0.19613246278882845,-0.03584801040307311,0.9038546709509031,-2.1376194972197933,0.4865403795141599,0.19718880609065642,-0.28711455033662525,-0.23122119526844256,4
-0.45436497127741066,-0.08039397421655776,-0.18928723848171727,0.7128458331532251,0.3016218656127313,-0.4742371338753865,0.028641614441833982,-0.4119601501823161,-0.036925498635486276,0
0.8325430396834378,-0.11331535502989107,-0.032325170982900164,-0.7564529191366042,-0.35916122793810595,1.2699108501703087,1.324367346579255,0.696201159302201,-0.06005146605778874,1
1.7449684277872761,-0.4207185508144965,-0.23782413715965572,0.40429309517236106,-1.0140901422181454,1.8033994948789311,-0.43144756805221585,1.242001839983153,-0.28797707649289433,1
0.43427268180491685,-0.045625487413952115,0.11641693786884673,0.6099949204929374,0.7451202952186448,0.4357943375591342,-0.17186769378598252,-0.49825746693303574,-0.0023336472347133554,5
0.4211021410089267,-0.05215081170411098,0.15242818527505914,0.11043334471439538,0.3016218656127313,0.36510777116194265,0.8850738074332788,1.4750455080281732,0.029995205569947083,0
0.35815078068908823,-0.06511074078089127,-0.2922324348712158,0.257363219943378,0.3016218656127313,-0.06912980409197855,-0.5201142597829396,0.8150486688656734,-0.0009350632311780013,0
-0.4914053218802048,-0.25381995197205776,-0.3176751640169094,0.257363219943378,0.3016218656127313,-0.5348289498229887,0.011074541253796023,-1.3655199338243322,-0.6418581457842819,0
-0.3138775612911428,-0.11047049254962223,0.04556872286314629,-1.1384705947319596,-1.4335361736584316,-0.2762329478800098,1.0726131554178755,-0.2008584360431005,-0.09555258867810058,4
-0.34703577454957135,-0.08186381983136333,-0.15797311030240216,-1.7408830831707898,-0.34884249780927495,-0.32048285455821757,0.44858908383976054,0.26498672668008694,-0.04174890909316517,4
-0.43424844140206204,-0.11391593710905894,0.34109580755543284,-0.021803542991689368,-0.11231000201945461,-0.45525833758399153,1.3102191714855642,-1.0411097116639394,-0.14895437918653465,0
0.032478032645908365,0.04994814175442633,-0.1704987615741282,0.257363219943378,-2.0932696542592018,-0.06765857957326575,0.740671472052138,1.8700574568803447,0.48068028437748866,4
-0.37272345877583307,-0.06777179353535162,-0.2033785961624091,-0.4332071936328415,0.050306088836047154,-0.396866002291865,-0.06686177977012171,0.9375418404791585,0.1008966350196689,0
-0.4571991777631534,-0.10551079091110464,-0.7697728896057717,0.257363219943378,-0.4300322769891308,-0.49753816146052604,-2.5602453102173692,-0.7625808037612932,-0.23621062226614029,0
-0.4025397509266956,-0.10870636171602441,-0.26091830669190064,0.257363219943378,0.3016218656127313,-0.44355395433981354,-0.23181765159764472,0.9677065347375022,-0.4340579367401128,0
-0.3404373721859294,-0.07613964042523128,-0.10395623919308354,1.6678900221416142,3.0513121291693954,-0.33191823005770477,-0.21929111902587486,1.483965453871441,0.009805713828677294,5
-0.44217686566137937,-0.0922159583012305,-0.09182201452359891,-1.0062337070258751,-1.1914895140605108,-0.4772588026945889,0.16303196105792503,-0.17816728811953997,-0.17313244638005254,4
-0.4416680019925619,-0.1469795610464057,-0.22608133909241257,-2.745031236460705,-2.3593687120227496,-0.4674921353126725,0.27065562811581967,-0.23860990617223524,-0.7625793107400931,3
-0.3138775612911428,-0.14255421941043195,0.3336587021128455,2.872714999019274,1.1442688818639672,-0.2762329478800098,-0.4540761110538738,-0.2008584360431005,-0.0676988254724031,5
6.980190682495509,0.5866788630318144,-0.10434766579532498,-0.7858388941824004,-0.45232546471732155,7.140209850951165,1.083283828080015,-0.03498121689487206,0.05772455682867425,6
6.980190682495509,0.5866788630318144,-0.016668106893242614,-0.7858388941824004,-0.45232546471732155,7.140209850951165,1.083283828080015,-0.03498121689487206,0.05772455682867425,6
-0.29040417269730473,-0.24323074162883485,-0.07538209722945846,0.9332406459966996,0.44945467548136925,-0.2783831990996669,2.9933581793619037,-0.7467797879749566,-0.37293174820639763,0
4.083525285144717,0.27959176307835004,-0.2178613804453423,-0.04268227826172792,0.3016218656127313,4.135743041505999,-0.3093786662299662,-1.0048326791125572,-0.0004589475895725079,6
-0.40005608584893987,-0.12832990700908772,-0.31160805168216704,-0.5654440813389262,1.1738354438376948,-0.4045689943584947,-0.5930949360561597,-0.921412932077352,-0.1808300804673331,0
-0.3396490438731888,-0.177640856667081,-0.15993024331360933,-0.7711459066595021,-0.7332078034677333,-0.36597764352149,0.138961948540963,0.07388954302980147,-0.5847576674523526,4
0.14268805433753687,-0.3737467103069465,-0.11295905104463662,-2.4649535082992178,-2.7698856417469697,0.2137979879681734,0.10575759220226973,0.7800175649847049,-0.6730051356868725,3
-0.3138775612911428,2.377203698529909,0.10741412601729368,0.1545123072830903,0.39032155153391407,-0.2762329478800098,0.12837319240261072,-0.2008584360431005,1.592270064879527,5
-0.3138775612911428,-0.1523531901758024,-0.416314667781752,0.257363219943378,0.3311884275864589,-0.2762329478800098,-0.39158088854604367,-0.2008584360431005,-0.14111474460297718,0
-0.2729386583869245,-0.2799452724158599,-0.20690143558258206,-1.9465849084913658,-2.063703092285474,-0.17488821276406336,1.322877346095117,0.13518653861567978,-0.8848875806288132,3
-0.4241039979398299,-0.1471376089619762,-0.12039615648722399,0.2676776971844527,-0.03839359708513562,-0.4453105964151566,0.6387646709473495,-0.1714622995242467,-0.6533270342342653,0
-0.3138775612911428,-0.13133281740492705,0.9622898253125969,0.257363219943378,0.138000511650123,-0.2762329478800098,0.4413539096384196,-0.2008584360431005,-0.15564614261696985,0
-0.45784453179991336,-0.09718846182090929,-0.09925911996618626,-0.13934744317487582,-0.023610316098271827,-0.4852663382365922,0.4504057766147229,-0.9343630230725551,-0.13655157002738186,0
0.5772083826364791,-0.5779762268071352,0.1575167311041979,-0.6995028994978502,-1.2062727950473746,0.6212140085347923,-0.09672191185375648,0.7340944528093953,-0.6725728727765317,4
-0.362761303411737,-0.11363145086103205,-0.2562211874650034,0.21328425737468312,0.49380451844196066,-0.414833614654437,0.16908987474686185,-0.8139883555541203,-0.12269697612692593,0
-0.2432696904756632,-0.11780549631124873,-0.20298716956016769,-1.6380321705105014,-1.132223340584174,-0.24258095043679118,0.2716706224323249,0.47125231220725844,-0.20205170405536174,4
-0.3880647955680415,-0.07881633992333312,-0.07499067062721702,-0.5521322346431805,-1.4723718528109226,-0.4251140789067347,0.6520392471251868,1.9096263548421353,-0.016035489500703173,4
-0.2492026304801484,-0.19328760030855963,0.1575167311041979,-0.31566329344965505,-0.41393328399443646,-0.1751711405561235,0.23996283268077803,-0.3407869613799259,-0.34003376348542036,4
-0.4245143718662956,-0.13733863819660574,0.030694511977971566,0.257363219943378,1.4562848103727137,-0.4576462481489792,-0.3836350777158018,-0.8622033457954831,-0.28350701726394434,5
0.8535541847184817,-0.10699343840707143,-0.007273868439448063,0.257363219943378,-0.23057624991436498,-0.19180729472926045,0.2846906078493698,2.0811037643907255,-0.07086696496941221,0
4.201548826396253,-0.10825782173163535,-0.09338772093256466,-0.6682949939992144,-0.40797562175673013,4.413125448841773,0.7493012826638147,-0.6734678642083649,-0.028160856131042182,6
-0.10220669002013451,-0.03429139724464548,0.005643209434519433,-1.1972425448235529,-0.7184245224808699,-0.133297827331221,0.9250788507709343,-0.4598167047786454,0.04707408605873983,4
-0.37748551989332635,-0.11884703207485826,-0.058942179935318015,0.257363219943378,-1.0288734232050092,-0.41520707933995643,-0.3253865607748285,-1.020552343844628,-0.11190341178786835,0
-0.3138775612911428,-0.10161980927767472,0.10663127281281075,0.257363219943378,-2.0075266245353913,-0.2762329478800098,0.8573257659721164,-0.2008584360431005,-0.08203094795824971,4
-0.21087370574825198,-0.10209395302438619,-0.18850438527723437,0.0050405452126457435,-0.34884249780927495,-0.21478103144454477,-0.8272208665300624,-1.2541612825613624,-0.03643709231045777,0
-0.38809885660393817,-0.03018246753564385,-0.24408696279551875,-0.799062582953009,-0.6592913985334147,-0.4454192406873077,1.9572167174816137,-0.25940242544762554,0.2798271034983833,4
-0.30196030246657884,-0.13959872338926377,-0.07694780363842423,-0.1099614681290792,-0.45232546471732155,-0.36816184607619434,-0.06629828841241409,-0.23795313413910052,-0.25131040938786525,0
